FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
585,0,2014-08-04T15:47:19.900663+00:00,568,POINT (-73.9850430000000046 40.6744610000000009),0,234607,previous-suggestion,Park Slope,,Located near many new apt buildings,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234607/support,,2014-08-04T15:47:19.903644+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234607,http://graph.facebook.com/105476/picture?type=large,Justin G,True
586,0,2014-08-04T15:47:19.864745+00:00,568,POINT (-74.0761530000000050 40.6427850000000035),0,234606,previous-suggestion,St. George,,Bike Share would be the easiest to run on SI then the other Boros,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234606/support,,2014-08-04T15:47:19.867358+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234606,,Nick R,True
587,18,2014-08-04T15:47:19.859799+00:00,568,POINT (-73.9678770000000014 40.6495900000000034),0,234605,previous-suggestion,Prospect Park South,9/14/2011 0:00:00,its the formal entrance to the parade grounds where thousands of fitness minded brooklynites converge all year to engage in sport.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234605/support,,2014-08-04T15:47:19.862647+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234605,,sssnole,True
584,14,2014-08-04T15:47:19.811760+00:00,568,POINT (-74.0181309999999968 40.6409280000000024),0,234604,previous-suggestion,New York,9/14/2011 0:00:00,,,,,,,2014-08-04T15:47:19.814535+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234604,,Jim,True
583,8,2014-08-04T15:47:19.718380+00:00,568,POINT (-73.8439159999999930 40.6988350000000025),0,234603,previous-suggestion,Richmond Hill,9/14/2011 0:00:00,the more the merrier!,,,,,,2014-08-04T15:47:19.720894+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234603,,,True
582,27,2014-08-04T15:47:19.685596+00:00,568,POINT (-73.9197479999999985 40.8681500000000000),0,234602,previous-suggestion,Inwood,9/14/2011 0:00:00,Right by the last stop of the A train and would be convenient for Inwood Hill Park.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234602/support,,2014-08-04T15:47:19.688304+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234602,,Catarina,True
579,0,2014-08-04T15:47:19.626876+00:00,568,POINT (-73.9086329999999947 40.7776560000000003),0,234601,previous-suggestion,Steinway,,I want one here because I've been wanting one in my neighborhood for a long time. The density of Astoria is perfect for short bike trips,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234601/support,,2014-08-04T15:47:19.631054+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234601,,Josh,True
580,0,2014-08-04T15:47:19.555600+00:00,568,POINT (-73.9026779999999945 40.7455569999999980),0,234600,previous-suggestion,Woodside,,This is a main station for LIRR,,,,,,2014-08-04T15:47:19.561903+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234600,,Victor Ortega,True
581,6,2014-08-04T15:47:19.556657+00:00,568,POINT (-73.9024100000000033 40.7042689999999965),0,234599,previous-suggestion,Ridgewood,9/14/2011 0:00:00,it is near my house.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234599/support,,2014-08-04T15:47:19.559241+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234599,http://a0.twimg.com/profile_images/211077353/n2213115_45498840_3458_normal.jpg,Brandon Z,True
578,20,2014-08-04T15:47:19.532833+00:00,568,POINT (-73.9515800000000070 40.7232490000000027),0,234598,previous-suggestion,Williamsburg,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234598/support,,2014-08-04T15:47:19.535369+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234598,,Jake,True
577,0,2014-08-04T15:47:19.321890+00:00,568,POINT (-73.9681989999999985 40.6250029999999995),0,234597,previous-suggestion,Midwood,,i live nearby and would love to hop on a bike from here to parkslope or across town. south brooklyn doesn't have any east/west trains,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234597/support,,2014-08-04T15:47:19.324678+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234597,,Diane,True
575,17,2014-08-04T15:47:19.286275+00:00,568,POINT (-74.0388590000000022 40.6312399999999982),0,234596,previous-suggestion,Bay Ridge,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234596/support,,2014-08-04T15:47:19.289544+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234596,,Ace,True
576,24,2014-08-04T15:47:19.283676+00:00,568,POINT (-74.0405329999999964 40.6204589999999968),0,234595,previous-suggestion,Bay Ridge,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234595/support,,2014-08-04T15:47:19.287036+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234595,,Ace,True
574,17,2014-08-04T15:47:19.277760+00:00,568,POINT (-74.0050849999999940 40.6501429999999999),0,234594,previous-suggestion,Windsor Terrace,9/14/2011 0:00:00,i would ride to this park,,,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234594/support,,2014-08-04T15:47:19.280813+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234594,,kat,True
573,18,2014-08-04T15:47:19.151026+00:00,568,POINT (-74.0309199999999947 40.6382419999999982),0,234593,previous-suggestion,Bay Ridge,9/14/2011 0:00:00,,,,,,,2014-08-04T15:47:19.155887+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234593,,Ace,True
572,15,2014-08-04T15:47:19.114177+00:00,568,POINT (-73.9368709999999965 40.8551020000000022),0,234592,previous-suggestion,Washington Heights,9/14/2011 0:00:00,This is a busy commercial strip and very close to Fort Tryon Park. Would be a great addition to the neighborhood. We need things like this.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234592/support,,2014-08-04T15:47:19.116694+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234592,,,True
570,22,2014-08-04T15:47:19.108504+00:00,568,POINT (-74.0213069999999931 40.6181789999999978),0,234591,previous-suggestion,Fort Hamilton,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234591/support,,2014-08-04T15:47:19.110873+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234591,,Ace,True
571,9,2014-08-04T15:47:19.101160+00:00,568,POINT (-73.9948069999999944 40.6801450000000031),0,234590,previous-suggestion,Boerum Hill,9/14/2011 0:00:00,It opens up the Red Hook and Gowanus areas to F train riders.,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234590/support,,2014-08-04T15:47:19.106096+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234590,,Joel,True
566,0,2014-08-04T15:47:18.989455+00:00,568,POINT (-73.9810740000000067 40.6845509999999990),0,234589,previous-suggestion,Boerum Hill,,I live here. It would be a great way to get around my neighborhood,,,,,,2014-08-04T15:47:18.992126+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234589,,Melanie,True
568,10,2014-08-04T15:47:18.944788+00:00,568,POINT (-73.9776399999999938 40.6484390000000033),0,234587,previous-suggestion,Windsor Terrace,9/14/2011 0:00:00,I want bike share here because it would make it easier to get to the Ft. Hamilton subway station.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234587/support,,2014-08-04T15:47:18.947196+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234587,,Yuki Hall,True
569,0,2014-08-04T15:47:18.944271+00:00,568,POINT (-73.9639939999999996 40.7207450000000009),0,234588,previous-suggestion,Williamsburg,,As another frequently trafficked ferry landing and at the base of a dense apartment complex area,,,,,,2014-08-04T15:47:18.946880+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234588,http://a0.twimg.com/profile_images/1284074305/4746967015_1876b1aa62_o_normal.jpg,noneck,True
567,0,2014-08-04T15:47:18.938437+00:00,568,POINT (-73.9115510000000029 40.6997140000000002),0,234586,previous-suggestion,Ridgewood,,If you put only one bikeshare station in Ridgewood,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234586/support,,2014-08-04T15:47:18.940734+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234586,http://a0.twimg.com/profile_images/211077353/n2213115_45498840_3458_normal.jpg,Brandon Z,True
565,20,2014-08-04T15:47:18.771934+00:00,568,POINT (-73.9646800000000013 40.7914990000000017),0,234585,previous-suggestion,Upper West Side,9/14/2011 0:00:00,,,,8,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234585/support,,2014-08-04T15:47:18.774571+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234585,,Michelle,True
563,0,2014-08-04T15:47:18.749989+00:00,568,POINT (-73.9451109999999971 40.7188099999999977),0,234584,previous-suggestion,Greenpoint,,It's a great intersection with a lot of space for a bike share station,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234584/support,,2014-08-04T15:47:18.752575+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234584,http://graph.facebook.com/28600345/picture?type=large,Dan Bretl,True
564,0,2014-08-04T15:47:18.732020+00:00,568,POINT (-73.9241679999999945 40.7437200000000033),0,234583,previous-suggestion,Sunnyside,,I live very close by,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234583/support,,2014-08-04T15:47:18.734445+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234583,,Iman,True
562,29,2014-08-04T15:47:18.632231+00:00,568,POINT (-73.9393599999999935 40.8051439999999985),0,234582,previous-suggestion,Harlem,9/14/2011 0:00:00,I commute into the city using Metro North,,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234582/support,,2014-08-04T15:47:18.634663+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234582,,,True
561,0,2014-08-04T15:47:18.611628+00:00,568,POINT (-73.9136969999999991 40.7651759999999967),0,234581,previous-suggestion,Long Island City,,I could borrow a bike from here and ride it to work in western queens,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234581/support,,2014-08-04T15:47:18.614117+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234581,,Carly,True
560,4,2014-08-04T15:47:18.553317+00:00,568,POINT (-73.9233100000000007 40.7463929999999976),0,234580,previous-suggestion,Sunnyside,9/16/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234580/support,,2014-08-04T15:47:18.555757+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234580,,,True
559,9,2014-08-04T15:47:18.530283+00:00,568,POINT (-73.9432319999999947 40.6943940000000026),0,234579,previous-suggestion,Bedford-Stuyvesant,9/14/2011 0:00:00,,,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234579/support,,2014-08-04T15:47:18.534351+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234579,http://a1.twimg.com/profile_images/1434040642/photo_normal.jpg,Will,True
558,15,2014-08-04T15:47:18.441521+00:00,568,POINT (-73.9188070000000010 40.8703100000000035),0,234578,previous-suggestion,Inwood,9/14/2011 0:00:00,There is a great area for biking,,,,,,2014-08-04T15:47:18.446013+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234578,http://a2.twimg.com/profile_images/1399537363/image_normal.jpg,Rachel FigueroaLevin,True
557,0,2014-08-04T15:47:18.413289+00:00,568,POINT (-73.9626630000000063 40.8087009999999992),0,234577,previous-suggestion,Morningside Heights,,Now or later,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234577/support,,2014-08-04T15:47:18.416579+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234577,,k,True
556,25,2014-08-04T15:47:18.354747+00:00,568,POINT (-73.9526209999999935 40.7865439999999992),0,234576,previous-suggestion,Upper East Side,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234576/support,,2014-08-04T15:47:18.357247+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234576,,,True
555,0,2014-08-04T15:47:18.335020+00:00,568,POINT (-73.9924570000000017 40.6896440000000013),0,234575,previous-suggestion,Cobble Hill,,near grcoery stores (trader joes / union market) and on the border to reach park slope,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234575/support,,2014-08-04T15:47:18.338043+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234575,,ams,True
554,0,2014-08-04T15:47:18.290972+00:00,568,POINT (-73.9768040000000013 40.6746890000000008),0,234574,previous-suggestion,Park Slope,,Right outside the Park Slope Food Coop,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234574/support,,2014-08-04T15:47:18.293571+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234574,http://a0.twimg.com/profile_images/1226579440/bbicon_normal.jpg,Will Simon,True
553,7,2014-08-04T15:47:18.238782+00:00,568,POINT (-73.9818460000000044 40.7851629999999972),0,234573,previous-suggestion,Upper West Side,9/14/2011 0:00:00,It's near the greenway and near my home and work.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234573/support,,2014-08-04T15:47:18.242435+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234573,,Carolyn,True
552,10,2014-08-04T15:47:18.176868+00:00,568,POINT (-73.9314629999999937 40.7652089999999987),0,234572,previous-suggestion,Astoria,9/14/2011 0:00:00,It's a long walk to Broadway Station,,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234572/support,,2014-08-04T15:47:18.179555+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234572,,RJH,True
550,6,2014-08-04T15:47:18.122753+00:00,568,POINT (-73.9236960000000067 40.7576999999999998),0,234571,previous-suggestion,Long Island City,9/16/2011 0:00:00,At intersection of north-south and east-west bike lane routes right by the Museum of the Moving Image.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234571/comments,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234571/support,,2014-08-04T15:47:18.130567+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234571,,Ian,True
551,15,2014-08-04T15:47:18.121763+00:00,568,POINT (-73.9190179999999941 40.8682299999999969),0,234570,previous-suggestion,Inwood,9/14/2011 0:00:00,Its the beginning of beautiful Inwood Park and Tryon Park and would allow cyclists to explore the neighborhood or the upper stretch of the West Side Highway bike paths,,,,,,2014-08-04T15:47:18.125590+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234570,,,True
549,5,2014-08-04T15:47:18.048620+00:00,568,POINT (-73.8986759999999947 40.8892570000000006),0,234569,previous-suggestion,Kingsbridge,9/29/2011 0:00:00,Easy option instead of taking the train.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234569/support,,2014-08-04T15:47:18.051337+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234569,,,True
547,22,2014-08-04T15:47:17.949919+00:00,568,POINT (-74.0284089999999964 40.6224630000000033),0,234568,previous-suggestion,Bay Ridge,9/14/2011 0:00:00,transit connections with R train and Staten Island buses,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234568/support,,2014-08-04T15:47:17.952386+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234568,,,True
548,9,2014-08-04T15:47:17.942613+00:00,568,POINT (-73.9450889999999958 40.6890580000000028),0,234567,previous-suggestion,Bedford Stuyvesant,9/14/2011 0:00:00,,,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234567/support,,2014-08-04T15:47:17.945125+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234567,,,True
546,45,2014-08-04T15:47:17.922775+00:00,568,POINT (-73.9615260000000063 40.7314769999999982),0,234566,previous-suggestion,Greenpoint,9/14/2011 0:00:00,You should map bike sharing stations next to all of the @eastriverferry stops.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234566/support,,2014-08-04T15:47:17.925652+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234566,http://a0.twimg.com/profile_images/1284074305/4746967015_1876b1aa62_o_normal.jpg,noneck,True
545,12,2014-08-04T15:47:17.797173+00:00,568,POINT (-73.9530929999999955 40.7253800000000012),0,234565,previous-suggestion,Williamsburg,9/14/2011 0:00:00,I love NYC,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234565/support,,2014-08-04T15:47:17.799682+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234565,,Keith Ippd,True
544,5,2014-08-04T15:47:17.757346+00:00,568,POINT (-73.9605820000000023 40.7756899999999973),0,234564,previous-suggestion,Upper East Side,9/14/2011 0:00:00,Park Ave is a great bike riding street. Even better if it had a bike lane,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234564/support,,2014-08-04T15:47:17.761066+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234564,,,True
542,0,2014-08-04T15:47:17.753141+00:00,568,POINT (-73.8447960000000023 40.7194280000000006),0,234563,previous-suggestion,Forest Hills,,It is near LIRR,,,,,,2014-08-04T15:47:17.755615+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234563,,,True
543,13,2014-08-04T15:47:17.736437+00:00,568,POINT (-73.9901289999999960 40.6610670000000027),0,234562,previous-suggestion,Park Slope,9/14/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234562/support,,2014-08-04T15:47:17.739382+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234562,,Ace,True
541,10,2014-08-04T15:47:17.633629+00:00,568,POINT (-73.9626410000000050 40.7764859999999985),0,234561,previous-suggestion,Upper East Side,9/14/2011 0:00:00,Need a station for mayor mike to start riding to work,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234561/support,,2014-08-04T15:47:17.636141+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234561,,,True
539,5,2014-08-04T15:47:17.585204+00:00,568,POINT (-73.9460550000000012 40.7822060000000022),0,234560,previous-suggestion,Upper East Side,9/14/2011 0:00:00,it is my neighborhood,,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234560/support,,2014-08-04T15:47:17.587537+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234560,,,True
540,13,2014-08-04T15:47:17.552799+00:00,568,POINT (-73.9526209999999935 40.8030970000000011),0,234559,previous-suggestion,Harlem,9/14/2011 0:00:00,Looking forward to this!,,,,,,2014-08-04T15:47:17.556097+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234559,,Zach,True
538,0,2014-08-04T15:47:17.521975+00:00,568,POINT (-73.9432869999999980 40.7238019999999992),0,234558,previous-suggestion,Greenpoint,,,,,,,,2014-08-04T15:47:17.525560+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234558,,noel hidalgo,True
537,14,2014-08-04T15:47:17.438715+00:00,568,POINT (-73.9572770000000048 40.6722639999999984),0,234557,previous-suggestion,Crown Heights,9/14/2011 0:00:00,its a great busy intersection yet no directly on a crazy eastern parkway,,,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234557/support,,2014-08-04T15:47:17.441173+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234557,,kiki,True
534,8,2014-08-04T15:47:17.385345+00:00,568,POINT (-73.9466560000000044 40.7724570000000028),0,234556,previous-suggestion,Upper East Side,9/14/2011 0:00:00,I won't h,,,,,,2014-08-04T15:47:17.388002+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234556,,,True
533,0,2014-08-04T15:47:17.329071+00:00,568,POINT (-73.9633919999999989 40.7192650000000000),0,234555,previous-suggestion,Williamsburg,,I can have the option of taking the Ferry across into Manhattan with a bike,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234555/support,,2014-08-04T15:47:17.332593+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234555,,Manoj,True
536,11,2014-08-04T15:47:17.290943+00:00,568,POINT (-73.9488970000000023 40.6938019999999980),0,234554,previous-suggestion,Bedford-Stuyvesant,9/14/2011 0:00:00,,,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234554/support,,2014-08-04T15:47:17.293645+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234554,,,True
535,14,2014-08-04T15:47:17.243831+00:00,568,POINT (-73.9936479999999932 40.6818329999999975),0,234553,previous-suggestion,Boerum Hill,9/14/2011 0:00:00,,,,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234553/support,,2014-08-04T15:47:17.247083+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234553,,Karen,True
532,10,2014-08-04T15:47:17.111345+00:00,568,POINT (-73.9573630000000009 40.7742930000000001),0,234552,previous-suggestion,Upper East Side,9/14/2011 0:00:00,If 79th Street is as far north as the bikeshare program will go then we need a lot of stations at the border,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234552/support,,2014-08-04T15:47:17.113627+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234552,,,True
531,0,2014-08-04T15:47:17.106552+00:00,568,POINT (-73.9491230000000002 40.7818159999999992),0,234551,previous-suggestion,Upper East Side,,Corner of residential buildings and Marriott by the path that runs along the FDR. No subway in the area,,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234551/support,,2014-08-04T15:47:17.109170+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234551,,Carson,True
